feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,label
0.504666841621205,0.5076303050479951,0.49823233536930905,-0.016554397265734426,-0.0033165169187415688,-0.014996494367682855,0.004336648359895803,0.0027851718573997557,0.020136747919656497,-0.006719536442081947,-0.005184488258575056,-0.002129727487757572,-0.002077800549168055,0.009682179408504887,-0.011877766250648987,0.014672336036682885,0.02138137149500768,-0.011544689407333955,-0.0029570623634818756,0.010289033000176176,0.006928364044651917,0.013379538320264743,0.001573850544782803,-0.007220994058110235,0.009317040117581922,-0.0036331643958538323,0.011886446282150041,-0.00837780492958516,-0.012116346714950429,-0.0011534892258064516,-0.02870414177314827,0.01502261797608913,0.0021587376679773006,0.5466572614470994,0.6788078307698311,0.3923408200640161,0.44521731590690106,0.679430189012129,0.3999487054970933,0.5738411033890336,0.9538979839507167,0.32937164456441803,0.42959572864974493,0.9666566013123475,0.30256022062171395,0.6978698109413284,0.996631036429566,0.08926775389019309,0.28822262418581035,0.9946994185931838,0.09962659287661425,-0.005274748672979908,-0.00345019452446418,-0.00702197525197867,0.003910323506632519,0.02075070568738924,0.008590210845968463,-0.0038866235416345654,-0.005714717022044997,-0.008855667434431586,-0.0027006106728994827,0.007460665325233084,0.001616160903112028,0.009380374934218437,-0.004461342051854905,-0.0020101137858569195,0.0037242370087113403,0.005822697833966749,-0.004827588664259838,0.6445779480710799,0.9134223002815138,0.5905533453081516,0.3404560584618407,0.8968840077094099,0.5781301121722442,0.44644814348612166,0.8939107330287166,0.5950113494127169,0.5538714138508176,0.9010509422020938,0.6014853710476866,0.5481095792814618,0.9175793180108321,0.6058176164059628,0.4684932192885275,0.893924894446757,0.6008651657915514,-0.011088022005209022,0.003680636071731704,-0.002045200987830268,-0.0020478943968621406,-0.0012608376016658835,0.0048983407873313565,0.008311248072359577,-0.00528886047899912,0.006070664830024216,0.009364021563960986,-0.00894044598099528,0.000493007980875226,0.0
0.4841006367939367,0.5218090996639995,0.4858662188682959,-0.006797028465844955,0.014502632382804333,0.00895427232991956,0.004829599952914565,-0.009638583264218476,-0.006441648478516557,0.014692915704895065,-0.0030163707907167555,0.0005459428104122079,-0.01114897758279724,-0.0040014453316045626,-0.00539171198861989,-0.006992313285979712,0.017267807793103503,0.01023521292602744,0.02193326014955017,-0.0094536464118846,0.02109195356197166,0.010864822210705128,-5.579334819476996e-05,-0.0003360280003150018,0.004633472688021872,0.007900759872628674,0.024876532089584593,-0.0022687396855278043,0.010769507738437632,-0.0002863514571911374,0.0017222853370165215,0.0223608488336234,0.008298534515328419,0.6004693695792671,0.4877979100442439,0.4120830784036967,0.4086038070250064,0.490562635435278,0.410898365206805,0.4219571932429417,0.6066745046596261,0.3077385841405559,0.5936539741334222,0.6203233686665144,0.3119182894628024,0.40938863876926346,0.7101140003370049,0.1203411693104847,0.591356150591742,0.7075066952743321,0.10124998817759567,-0.002946516099608224,-0.02200180850277132,-0.0017376686881150872,-0.004631132007854404,0.015260527853350855,0.003949507126873756,0.009744150282360666,0.008002390910003227,-0.0106642314115715,-0.00782014154864375,0.004794700719652333,0.013406285383086474,0.0059589435744509065,0.005934536049636372,0.009634038237232722,-0.006023280349158251,0.0008469992051020657,0.005771079444577095,0.601033823427113,0.8895733320792547,0.6005820475426785,0.3878294519068948,0.9026186851693311,0.609038391111609,0.6041908599980422,1.1046384949959456,0.6148418484131712,0.3999389538405924,1.0986484756968118,0.6226857228370453,0.690241735247541,1.1075349586074494,0.6125670433325469,0.3006916976423895,1.0822725752955151,0.6037714442541667,0.011283429879203888,-0.005255051422893105,0.011829466384026207,0.004215123075286063,0.007096318109118752,-0.0015325883965686966,-0.00939575480925944,0.00014702729305004746,0.004126719450966795,-0.0014058488800682107,-0.007687790586983596,-0.00845875680248698,1.0
0.5124683387695856,0.5006982259716721,0.4859013485881521,0.00013032958821785308,-0.005487620469092398,0.011134445074547918,-0.0024160671076920363,-0.022058864641066243,0.005221121322997196,0.010211249473280136,0.01743372164907078,0.002235610083088332,0.003833617266516193,0.00786480528538568,0.009653019524273705,-0.012841502705194586,-0.006852103677005177,-0.001800817324153677,-0.002443148452489874,-0.00020200199575272894,-0.007758705701423701,0.006055724253344865,-0.006467968965396816,0.015519527303417895,-0.009456418607424714,-0.0009093330868854731,-0.004089031831009521,-0.005362885115419045,0.00456813503172284,0.016290207789154125,-0.0005485771612419007,-0.01956753224484798,-0.007304391058153051,0.5931835074621932,0.4802173807802333,0.3966434878391326,0.4075624763928774,0.4654815129906628,0.3985317447026223,0.3891305558867937,0.49493751904389255,0.3041863983584723,0.600769870645331,0.49540699836297003,0.30274710531890203,0.39701600115731567,0.617613702945305,0.09697680042822794,0.623668305158004,0.5852197697305197,0.10272586132888364,0.01949512051065882,-0.004774696964950187,-0.007560876023587674,0.011909782702865253,-0.007469508902049485,0.002202186912234435,-0.01694587995950704,-0.011759545158672724,-0.003700484150148122,0.003164732985846862,-0.00660356028059517,-0.009741199710123659,-0.002045644217927646,-0.004892954809723464,0.009595107702233902,-0.002303963715343891,0.005335263995103233,0.010659517760750593,0.6299997249700092,0.9029392076771208,0.6156700415538999,0.3311409668705145,0.9019872098583478,0.5914678945458142,0.8083802005754251,1.0507241338743813,0.6068673689005658,0.20843562021431059,1.033792734744456,0.6034984397256486,0.9029255989496585,1.0283900439809044,0.6013424667306652,0.09738200930292595,1.0299953091583902,0.6053225459108835,0.007758514521500181,-0.0005270050230003407,-0.00970675180807314,0.007322897231816861,-0.01591432770316474,0.006716758588941813,-0.004134738623708679,0.0018579822825785725,-0.0025304487223331666,0.004873457466763501,-0.0014938610678165657,-0.002509143170522246,2.0
0.5023893842784168,0.48678781868184084,0.496796688383419,-0.0052569323891902475,-0.015438699575744359,-0.007130487109861817,-0.0020805762128902937,-0.01439793216920225,0.006455902675710277,-0.004771171770701629,-0.005792012102969425,-0.010660591169577308,0.006893891467754405,0.005087741634068344,0.0009756561453801327,0.004154483500602291,0.013465158279279838,0.006922389403988324,-0.02820358513762433,0.003173758321858301,-0.0012375461677890669,0.006799877682589073,-0.0019940791520929686,0.002015147107351822,0.004522718945753709,-0.011648626026410886,-0.004177372212040238,-0.002846563237054027,0.010357558786718018,0.005495301436900798,0.004202832355337098,-0.004812700008429973,-4.704638357061242e-05,0.5641277172313095,0.6769331022060529,0.40213570930364945,0.4493511744795349,0.648232901648954,0.39564857894960015,0.5586863978991078,0.9678427471971921,0.30239919206692933,0.43585329210824914,0.9680015244673853,0.29667878730163744,0.6966080109737773,1.0012808245467482,0.1166885081795877,0.2957552994710535,1.0039104274962871,0.0903596121576857,0.005323502286092231,0.02017361451728303,0.007153766371566447,0.00882083209522755,-0.0035159774501770133,0.010213936277679993,0.004534003111712193,0.0069070944231943735,-0.012594695983924471,-0.019816813784451433,0.00687919824544992,0.004311733802061642,-0.006068434437870247,0.005943331311463844,-0.006693044902615644,0.007996048673040766,0.006554043852078973,0.0011533962707418696,0.6538582748317843,0.9101724419498682,0.59927159743588,0.35031632590893713,0.8974720983342145,0.609528703054686,0.45232913335434355,0.908302539275699,0.6129575544974831,0.5446740868517063,0.9123871773609067,0.6232049270092765,0.5377476492792072,0.8997257100286923,0.5978305072600688,0.45987369855224375,0.9033067997093029,0.601964441498196,-0.0033664876930722056,0.0012828989342936518,-0.004275686594582048,-0.009832460194365018,0.013694217602942385,0.005006843421747541,0.010317042610587473,0.010664212868711172,0.01091300020235086,-0.005849138175917028,-0.014268096069233323,0.024653024624775623,0.0
0.500650347497973,0.49378927548457285,0.4790701962389713,0.01561565477455792,-0.005006030657741367,0.01805100924877455,0.0038226347527735792,-0.014861423899093007,0.008625178351052034,-0.007927951216310195,-0.013456473877736148,0.006822608916135778,0.009287034731861385,-0.007156746355905555,-0.019618894514337196,-0.010002772301137882,-0.0056706657949076224,0.010601134414862734,-0.003349900105898763,-0.0028730467054550617,-0.0020882022442882567,0.0028430032877084623,0.011709728922756575,-0.0015006730040697653,0.005151366515526695,-0.008325231999203566,0.002984649418121835,-0.008708296908204042,0.002210744000333275,-0.007899899132444424,0.0054902143955015215,-0.0064417750894777415,-0.011020218505471689,0.6177027609241664,0.4868095555956777,0.39913695423349055,0.4126394020417738,0.49139839216497644,0.41013737009450857,0.38833893848871937,0.5757096527190315,0.30389869521969154,0.5763676089000203,0.5818927368141317,0.2961981997433608,0.3841100383067191,0.6848138317428839,0.0991968766678683,0.5776800192089635,0.6782553538853566,0.1045885489958143,0.005408416652055412,-0.005717255687795389,-0.020785137440279017,-0.005502567223142586,0.006594272370023884,0.012544478398758495,-0.01904524538839909,0.0035706635466001856,-0.009106104150234343,0.016251154333964065,-0.006568016154703092,-0.005138463425071276,-0.003607812743073241,-0.0192061147991773,-0.01111593431592889,0.0006244355241370724,0.00039067236574540754,0.013699785419649408,0.62239165765589,0.8864145324167133,0.6055632833593266,0.4063973157307639,0.9102325423273067,0.5807231021140338,0.6041240962195675,1.1035374973637333,0.6026599364916158,0.41580700462475373,1.1093905122616772,0.5834184306785634,0.700946473584408,1.0901969977973436,0.6138869954517444,0.3066386960587192,1.0996077879308779,0.587976225955005,0.013185863616299361,0.009879135277397671,-0.007486123921650096,-0.00865736005086956,-0.0021730919405051987,0.0008093634789162472,0.0057614298286448665,-0.013919722538833208,0.028151128158908526,0.009018941961206827,-0.010367625385017934,-0.0032009974610087404,1.0
0.4973338991338693,0.5186750947458527,0.5003613102792829,0.0010953103002855635,0.005678320146633324,-0.009942219410035497,0.0008011161720199477,0.014096408679910332,0.014758458006127914,0.007873971984607453,-0.009145345612871057,0.004959703305916009,-0.005249334922444841,0.001138943715278731,0.006611234144533806,0.0028081402413618808,0.0045944721050184415,0.010419173090642367,0.015107938051579244,-0.025732373278285214,0.024128609204208375,-0.022194721559908658,0.005595286432109269,0.002065671218125306,0.005028822598407327,-0.001936026104827067,-0.001768642948283526,0.005611666899896645,-0.00533216055072015,-0.00021687698274494325,-0.006344764464973122,-0.002965099703169841,-0.015688206885154803,0.6087966800007398,0.47808083031059123,0.4102801241633146,0.39593288432405316,0.4866920033862317,0.42398957662291914,0.40956721541294155,0.5102451235157915,0.28593467456480104,0.6036594534127685,0.4904521377744211,0.278577225534014,0.3919787313670344,0.6016919374371907,0.08772250229883019,0.5991981934606714,0.5902024240748391,0.08633961280287751,0.024870448105145028,0.007935404068556974,-0.014671406156897866,-0.0057548176677478125,-0.007313832130338708,-0.017493243962780913,0.012294328261308374,-0.002867590099898374,0.00775806219153691,-0.002843244182188479,0.006864332926823322,-0.019745223928123858,0.007594013119549703,-3.169876100786999e-05,0.008173546581280049,0.004242450973684374,0.003627418665696971,-0.00962216027323581,0.6523468081473226,0.8882082730277697,0.595233499812899,0.3678131285513806,0.8986289524857314,0.6071161534243388,0.796964085909494,1.0464951083012588,0.5819140440187353,0.21041927636335545,1.0526461948773704,0.600009525873076,0.8947751908237386,1.0235706001982112,0.6085264979460007,0.10026905359451983,1.031585427380072,0.6054350188225228,3.564448167410037e-05,0.00785934717692887,-0.004338920602121355,0.010706739968949257,0.0011314813255872925,-0.0006332205891128238,-0.026687644514515694,0.002927909442735808,0.015499303024898187,-0.019897897173528405,0.011009738845877755,-0.005965612521203973,2.0
0.4843409229024196,0.5021176339885022,0.5151469703546898,-0.008771212513906246,0.006823759493961365,-0.0029518443924877237,0.0001365723256855144,-0.0010165835117336942,0.013110425474331113,0.0015513575901907727,0.0028936457163891965,-0.0073002204985815255,-0.008960906850149011,0.013426406573065808,0.007908619780801327,0.006799582493565316,-0.007909769202039231,-0.02624054367018528,0.008428136153600205,-0.0036305049169843505,-0.00355144471518468,-0.011263994280985819,0.005879198211761943,-0.008999265560289129,-0.0029116226553284486,-0.012823830715999502,0.018667584099536713,-0.0007669053860500135,0.014603842468101516,0.012587693428417448,-0.01741582369213138,-0.006372507788709265,0.0033305453193875462,0.5355242177493732,0.6740487035455586,0.38888888554812473,0.4490243054411086,0.6752415251947599,0.3825131152561265,0.531055121334487,0.9742544829484306,0.30196091200917713,0.4613913297210131,0.9898866096013103,0.3114743856450056,0.7003223378510358,1.0074131782799165,0.10072762415944446,0.325521555758672,1.0074788036152935,0.09255846369689424,0.0011428634214369518,0.009123596583400067,-0.0016743339649966497,0.02403653993209335,0.011675275969746046,0.007380627371212489,0.007547661621316223,-0.006645358969026086,-0.014101662392805334,-0.004096328019194432,0.013519396551163871,-0.0026602967572372156,-0.01614971344788405,-0.006062342765389632,-0.004801573950039529,-0.00748657052744051,0.009906467671758349,0.004835410337412892,0.638601115809567,0.8872035709868061,0.6079608883285817,0.33702185161115883,0.9045718102090643,0.6016114827898613,0.4372114597899906,0.8994194441133463,0.6015888375020498,0.5534683401106542,0.9036501841551124,0.6099696374983086,0.5346894826659139,0.9212178828907412,0.58871305796245,0.4426257291314014,0.9109791636188209,0.5974571695431459,-0.0037261620803651896,0.014412626527136142,0.013472651142112727,0.01711596486642571,-0.011677498503083968,0.008333986519044337,-0.004775392151962894,-0.004002349415951302,0.00014799702122929266,0.01102231071491068,-0.0062429572714258275,0.005097847030268907,0.0
0.5026593831646237,0.49369076398923195,0.501965671415395,-0.005417950112896919,-0.002422062505701154,0.00469933014035271,0.0034704157580069455,0.010882940658216551,0.011604663063678385,-0.009396938304305687,0.017660953423143614,-0.002352789387587432,-0.0074064069871698345,0.013558956926158728,0.0070529002328177685,-0.0024157595337122484,0.0040491232566498,0.0033224477949050707,-0.010405999106194963,-0.0057010121275047725,-0.006642371030724645,0.01596349273865394,0.010697451450478998,-0.0096243257165014,0.006138077438426921,0.015796528884177187,-0.017290581479684618,-0.006752903183967699,0.0039032108373848583,-0.00875511914073742,0.006465761113353448,0.007416681336256117,0.00719323810922307,0.586927218298501,0.5142358898505547,0.3859307290517084,0.38225512889454505,0.510273101358428,0.4196334670942402,0.4059573524488773,0.6226723115329683,0.3146889664086982,0.603285104908283,0.6152597684018608,0.2910643804670837,0.3895409295388877,0.7087349187323767,0.1067499381286435,0.5916939306319972,0.7013004592461799,0.09176761018672143,-0.0008191010245658045,-0.005261134462970924,-0.01117650046298609,0.023816278901341605,-0.004625586859831442,0.013161152946226367,-0.0055541482615216855,-0.006068427987224243,0.016895044099669538,-0.016365856533084998,0.014807627218139307,-0.018090163594273904,0.0030174177408515968,-0.0010377980272298834,0.014569654141749518,-0.005469723976706037,-0.015096676592640608,-0.011069959294000493,0.6088303174185885,0.906695637030816,0.6041707890851669,0.3908527736985183,0.9081711176480468,0.589202327340294,0.6043788554299434,1.1032788243351859,0.5982490542972779,0.37662873499575655,1.0835300843787827,0.6094307583305675,0.726659890256258,1.0965041855018869,0.6010732749265444,0.2728837036215056,1.0958240288270866,0.59346582419143,0.005346395499634047,0.00717461910448895,-0.0034473634774181924,-0.004346543431728506,0.0032906032119960986,-0.02176913422206296,-0.0033326958170329653,-0.01858821051514216,0.01674510869710575,0.013672417214891834,0.00032425601087514105,0.00920549274017623,1.0
0.5142665437229503,0.4886509169798925,0.5083957193833282,0.0129609566020087,0.003100348909836362,0.010216952058080852,-0.016782226079174272,0.004794780176394658,0.0003174761603717982,-0.010564633795221087,-0.007341900112432659,0.0035061502006124004,0.006382436274177909,-0.005610753930125278,0.010636981933316103,0.0005034318640366267,0.000612588866036366,0.0102492919908254,0.009053593565622919,-0.021946221593129592,0.01959262922360173,-0.016717341864799725,-0.006806455440914451,0.006474683654580574,0.0039021984388182243,-0.006008871335063316,-0.0021135035375106402,0.014448680662606824,0.008623815047394784,0.006670767749585986,0.0029601549252309305,0.007367189072820855,0.0044992922867964705,0.5856911087479172,0.48319194102500723,0.40591200992491594,0.3948499544731312,0.49502406463692955,0.394010000637501,0.38480022872847525,0.4908631009208493,0.2965133818625695,0.6052050437789291,0.5198519926413648,0.3100080443130659,0.39284914825488687,0.6005333264941185,0.10704025504543437,0.5958578294845751,0.6017069779058138,0.09991150021778128,-0.009663358177310174,0.007708977976486965,-0.005302189890552945,0.015555793174609334,-0.01425859056147939,-0.0022218613509906305,-0.012166482232059768,-0.009972881734757473,0.004541689096671749,-0.0035059847897516818,0.005535339588684522,-0.006462107872972921,-0.004497381770014657,-0.0052227673545474345,0.0017176144288502295,0.01698839266965755,0.022521509674711625,0.002321523037687064,0.6513160257450659,0.8820425875198411,0.6008067731785558,0.34999517005091596,0.9024410110096125,0.617368780012427,0.7981824419783801,1.0338571022440857,0.583963649032893,0.2191842472203265,1.041110903451761,0.6185299625684427,0.8852904522172348,1.0489291204483089,0.6107422301758431,0.1165029092052767,1.03324241931574,0.6079356901781195,-0.003568765508202233,0.007031304274391012,-0.02665534320963387,-0.010582315535877115,0.0017039246300269368,0.0021817265131305373,-0.01220816234562002,-0.002340383602591538,-0.005726701755916642,-0.0048120792710506875,-0.012849972176606968,-0.002580450098568731,2.0
0.4965133562931573,0.49775011110584527,0.4948485163522341,0.01707172851418847,0.0021892513198588483,0.011765983092541035,0.0022450829478137726,0.002600560372892126,0.010764166208680696,-0.007154004800112349,-0.014796845361644726,0.012445274685886463,0.004270020859746291,0.007301199856322091,0.009699227843942445,-0.0009944382855759668,0.030151065929428653,-0.01039256931079362,0.003763244446657291,-0.0033473151020542956,0.002522315503656735,0.00545970059927264,-0.011756025233036316,-0.006257356399210818,0.013003214679369674,0.0013456855939544018,-0.007671457744145066,-0.02330608475398366,0.0011358410242684012,0.01195000842470969,-0.008056312899815628,0.0054625227380150744,0.014232268755176539,0.5543350727068281,0.6569564680329973,0.39902024915240714,0.441542089460574,0.6849171972125226,0.3987576140147302,0.5563957490550495,0.9847561777542149,0.2969926689730914,0.46650956495096096,0.9496190319472709,0.2840084525526844,0.7061744042256995,1.0129542739902555,0.104861860693495,0.3125101962985204,1.0298607104334576,0.08393686400348019,-0.01678584880495125,-0.003754806683665099,0.00706593820110967,-0.004685646363713081,-0.025622366151675884,0.002894853823421264,0.009787911895068106,0.0071353163336159015,-0.016036162540054348,0.0035910899580417505,-0.003862540999931189,0.015774292428989256,0.012843925273126338,0.014672800431578181,-0.007187201343492369,-0.0001190603813039792,-0.00258213541745601,-0.003790764057321609,0.6422816296851324,0.9195064543557938,0.613718158964782,0.34567851589794046,0.9200082285278616,0.6188977949845251,0.4549088982007563,0.9085128931529619,0.6167897296897052,0.5352459792219789,0.9063335933387657,0.5823696089038448,0.5448270177673281,0.9021685689818973,0.602131220193235,0.4436050260819817,0.8902143097546588,0.6004788227442106,0.004212054915901374,-0.014726534464192417,-0.009221867666927635,0.0055986167914636835,0.0046173215647306734,-0.003698359175296075,-0.0022908454553401208,0.006687036869641821,0.004200550690827241,0.01587518676721973,0.00047946579653464493,-0.012575458219568401,0.0
